8000 300 240 
172 145 1 1
72 166 1 1
98 130 1 1
71 182 1 1
84 185 1 1
46 160 1 1
163 166 1 1
190 152 1 1
92 180 1 1
171 163 1 1
142 163 1 1
151 145 1 1
115 167 1 1
78 155 1 1
75 162 1 1
71 91 1 1
87 95 1 1
138 180 1 1
63 156 1 1
107 132 1 1
121 180 1 1
143 169 1 1
72 163 1 1
107 143 1 1
70 142 1 1
84 101 1 1
198 137 1 1
86 107 1 1
164 167 1 1
76 142 1 1
88 78 1 1
76 167 1 1
89 122 1 1
113 132 1 1
83 133 1 1
94 116 1 1
84 111 1 1
127 148 1 1
48 171 1 1
86 149 1 1
39 162 1 1
135 184 1 1
65 157 1 1
132 144 1 1
100 141 1 1
71 139 1 1
130 163 1 1
126 176 1 1
95 142 1 1
67 118 1 1
106 171 1 1
73 116 1 1
119 157 1 1
127 161 1 1
101 140 1 1
182 153 1 1
82 160 1 1
154 181 1 1
92 103 1 1
133 148 1 1
92 118 1 1
90 126 1 1
84 133 1 1
84 155 1 1
61 172 1 1
184 164 1 1
197 144 1 1
194 142 1 1
149 173 1 1
79 166 1 1
102 134 1 1
72 153 1 1
89 141 1 1
102 173 1 1
122 162 1 1
39 156 1 1
113 179 1 1
49 169 1 1
137 163 1 1
94 154 1 1
118 188 1 1
144 178 1 1
82 94 1 1
82 129 1 1
106 183 1 1
146 152 1 1
181 151 1 1
151 168 1 1
117 155 1 1
132 156 1 1
79 158 1 1
167 165 1 1
151 180 1 1
106 154 1 1
90 136 1 1
162 145 1 1
158 159 1 1
180 167 1 1
178 156 1 1
156 143 1 1
80 92 1 1
125 172 1 1
197 158 1 1
71 87 1 1
80 104 1 1
139 177 1 1
95 90 1 1
61 172 1 1
76 63 1 1
184 168 1 1
55 154 1 1
154 183 1 1
77 123 1 1
75 76 1 1
196 159 1 1
58 170 1 1
126 176 1 1
77 165 1 1
203 142 1 1
153 165 1 1
188 161 1 1
122 183 1 1
133 172 1 1
142 176 1 1
186 153 1 1
171 146 1 1
162 154 1 1
78 113 1 1
132 144 1 1
72 176 1 1
79 104 1 1
128 153 1 1
133 178 1 1
82 149 1 1
94 148 1 1
98 184 1 1
122 160 1 1
165 169 1 1
101 156 1 1
113 119 1 1
75 153 1 1
98 128 1 1
177 149 1 1
80 153 1 1
77 179 1 1
70 79 1 1
80 89 1 1
146 143 1 1
81 84 1 1
83 128 1 1
174 155 1 1
71 135 1 1
80 69 1 1
109 130 1 1
76 138 1 1
167 175 1 1
78 161 1 1
182 146 1 1
159 166 1 1
80 73 1 1
149 169 1 1
97 124 1 1
143 152 1 1
99 143 1 1
120 164 1 1
97 174 1 1
90 107 1 1
95 118 1 1
70 147 1 1
172 143 1 1
63 155 1 1
64 135 1 1
98 136 1 1
70 113 1 1
91 57 1 1
180 151 1 1
101 145 1 1
47 164 1 1
104 106 1 1
163 166 1 1
112 153 1 1
105 126 1 1
74 113 1 1
82 71 1 1
73 104 1 1
68 128 1 1
65 169 1 1
114 123 1 1
154 152 1 1
83 137 1 1
131 168 1 1
83 138 1 1
88 186 1 1
54 169 1 1
85 149 1 1
137 166 1 1
110 125 1 1
80 91 1 1
110 132 1 1
85 97 1 1
139 186 1 1
100 128 1 1
127 186 1 1
109 131 1 1
129 155 1 1
99 142 1 1
88 144 1 1
89 178 1 1
89 121 1 1
73 174 1 1
93 177 1 1
105 166 1 1
112 153 1 1
149 149 1 1
149 158 1 1
91 149 1 1
132 151 1 1
149 148 1 1
74 108 1 1
66 173 1 1
128 164 1 1
87 131 1 1
72 76 1 1
112 124 1 1
78 107 1 1
124 177 1 1
91 109 1 1
142 149 1 1
47 153 1 1
96 156 1 1
160 157 1 1
196 161 1 1
92 100 1 1
70 175 1 1
150 143 1 1
68 144 1 1
159 155 1 1
168 144 1 1
86 182 1 1
64 126 1 1
158 166 1 1
107 129 1 1
193 155 1 1
101 144 1 1
151 166 1 1
118 170 1 1
69 143 1 1
125 175 1 1
114 190 1 1
83 129 1 1
79 102 1 1
185 162 1 1
124 175 1 1
135 161 1 1
96 98 1 1
99 153 1 1
125 183 1 1
79 143 1 1
112 102 1 1
92 113 1 1
137 184 1 1
79 141 1 1
188 159 1 1
114 126 1 1
110 129 1 1
187 154 1 1
105 103 1 1
42 146 1 1
117 184 1 1
182 163 1 1
77 102 1 1
149 176 1 1
91 187 1 1
171 170 1 1
101 154 1 1
69 99 1 1
81 107 1 1
85 182 1 1
126 146 1 1
73 137 1 1
42 162 1 1
158 177 1 1
114 182 1 1
81 69 1 1
95 140 1 1
175 167 1 1
105 123 1 1
77 118 1 1
167 153 1 1
91 69 1 1
82 99 1 1
80 99 1 1
104 138 1 1
57 155 1 1
74 110 1 1
81 80 1 1
77 110 1 1
81 97 1 1
94 152 1 1
80 91 1 1
86 154 1 1
84 160 1 1
155 172 1 1
82 118 1 1
147 155 1 1
75 140 1 1
54 148 1 1
86 68 1 1
158 144 1 1
140 180 1 1
128 186 1 1
105 175 1 1
115 163 1 1
92 150 1 1
94 174 1 1
82 168 1 1
74 157 1 1
151 159 1 1
106 123 1 1
43 157 1 1
49 0 1 1
76 161 1 1
77 119 1 1
78 143 1 1
106 190 1 1
99 139 1 1
83 101 1 1
100 181 1 1
82 139 1 1
84 157 1 1
43 164 1 1
71 101 1 1
94 144 1 1
101 177 1 1
77 106 1 1
120 145 1 1
107 160 1 1
174 170 1 1
95 177 1 1
74 108 1 1
68 161 1 1
73 79 1 1
151 175 1 1
92 147 1 1
68 100 1 1
117 158 1 1
115 109 1 1
70 70 1 1
140 161 1 1
70 147 1 1
95 137 1 1
98 182 1 1
80 156 1 1
102 179 1 1
99 102 1 1
111 178 1 1
68 109 1 1
164 162 1 1
68 173 1 1
150 171 1 1
73 78 1 1
87 126 1 1
79 93 1 1
123 176 1 1
117 189 1 1
142 160 1 1
149 165 1 1
88 146 1 1
70 137 1 1
106 127 1 1
114 115 1 1
106 185 1 1
78 82 1 1
93 92 1 1
88 75 1 1
85 105 1 1
39 155 1 1
129 152 1 1
155 148 1 1
167 144 1 1
102 181 1 1
113 134 1 1
70 96 1 1
111 143 1 1
104 158 1 1
129 180 1 1
156 178 1 1
176 147 1 1
79 100 1 1
71 64 1 1
150 179 1 1
152 173 1 1
74 91 1 1
160 153 1 1
49 168 1 1
92 144 1 1
67 181 1 1
108 182 1 1
85 189 1 1
129 149 1 1
74 168 1 1
86 179 1 1
177 149 1 1
81 155 1 1
73 86 1 1
100 155 1 1
153 147 1 1
159 171 1 1
91 177 1 1
91 101 1 1
80 174 1 1
111 133 1 1
40 158 1 1
42 156 1 1
191 152 1 1
88 78 1 1
108 176 1 1
135 178 1 1
122 176 1 1
117 165 1 1
87 92 1 1
89 182 1 1
118 147 1 1
102 180 1 1
146 151 1 1
81 160 1 1
136 159 1 1
91 135 1 1
164 170 1 1
158 165 1 1
97 165 1 1
97 180 1 1
108 119 1 1
104 150 1 1
126 147 1 1
170 164 1 1
137 162 1 1
97 121 1 1
82 117 1 1
97 179 1 1
103 158 1 1
71 183 1 1
113 136 1 1
161 157 1 1
76 101 1 1
66 173 1 1
103 161 1 1
75 172 1 1
91 147 1 1
79 171 1 1
92 91 1 1
108 144 1 1
126 153 1 1
91 63 1 1
65 154 1 1
104 106 1 1
88 90 1 1
69 162 1 1
79 63 1 1
134 174 1 1
99 158 1 1
92 138 1 1
106 120 1 1
94 137 1 1
74 76 1 1
41 172 1 1
103 155 1 1
121 184 1 1
58 164 1 1
85 179 1 1
152 167 1 1
99 103 1 1
66 136 1 1
93 140 1 1
127 156 1 1
124 181 1 1
84 178 1 1
54 151 1 1
104 122 1 1
102 123 1 1
91 105 1 1
140 158 1 1
143 156 1 1
152 151 1 1
89 183 1 1
106 184 1 1
90 119 1 1
91 153 1 1
136 165 1 1
63 174 1 1
113 129 1 1
92 98 1 1
175 167 1 1
168 171 1 1
74 145 1 1
112 157 1 1
95 180 1 1
164 152 1 1
64 136 1 1
201 153 1 1
121 147 1 1
67 174 1 1
163 150 1 1
100 181 1 1
101 142 1 1
90 104 1 1
187 147 1 1
179 171 1 1
96 180 1 1
183 159 1 1
177 145 1 1
80 154 1 1
66 147 1 1
82 179 1 1
117 151 1 1
126 167 1 1
78 93 1 1
199 151 1 1
193 151 1 1
80 151 1 1
75 148 1 1
75 94 1 1
67 123 1 1
89 80 1 1
79 150 1 1
72 168 1 1
49 166 1 1
67 105 1 1
99 143 1 1
135 173 1 1
68 88 1 1
86 168 1 1
153 171 1 1
78 186 1 1
107 127 1 1
64 132 1 1
41 168 1 1
86 79 1 1
79 148 1 1
181 149 1 1
145 178 1 1
144 182 1 1
109 101 1 1
87 133 1 1
108 147 1 1
182 146 1 1
109 162 1 1
51 146 1 1
80 122 1 1
77 157 1 1
106 128 1 1
106 166 1 1
81 169 1 1
103 142 1 1
115 169 1 1
71 111 1 1
97 145 1 1
76 106 1 1
103 167 1 1
186 154 1 1
43 162 1 1
81 115 1 1
110 137 1 1
78 96 1 1
96 126 1 1
99 147 1 1
130 156 1 1
106 181 1 1
107 129 1 1
65 128 1 1
157 146 1 1
153 150 1 1
105 149 1 1
88 145 1 1
89 115 1 1
99 108 1 1
77 177 1 1
121 178 1 1
75 162 1 1
156 145 1 1
89 74 1 1
78 150 1 1
95 171 1 1
101 155 1 1
140 167 1 1
89 152 1 1
79 168 1 1
75 153 1 1
130 159 1 1
84 126 1 1
79 63 1 1
77 113 1 1
83 144 1 1
83 116 1 1
146 154 1 1
127 175 1 1
88 182 1 1
90 108 1 1
112 126 1 1
191 150 1 1
87 152 1 1
73 107 1 1
150 143 1 1
68 86 1 1
169 161 1 1
89 183 1 1
92 90 1 1
107 101 1 1
80 120 1 1
68 133 1 1
70 138 1 1
101 150 1 1
83 134 1 1
58 156 1 1
82 178 1 1
107 129 1 1
66 169 1 1
78 131 1 1
106 136 1 1
111 145 1 1
42 164 1 1
72 147 1 1
77 117 1 1
92 94 1 1
75 95 1 1
134 178 1 1
63 128 1 1
129 178 1 1
203 140 1 1
189 158 1 1
76 179 1 1
83 159 1 1
110 117 1 1
79 94 1 1
90 131 1 1
117 167 1 1
98 162 1 1
59 147 1 1
74 95 1 1
73 158 1 1
173 151 1 1
72 93 1 1
119 143 1 1
54 153 1 1
120 165 1 1
104 177 1 1
126 155 1 1
140 165 1 1
41 167 1 1
70 154 1 1
83 107 1 1
68 149 1 1
99 107 1 1
189 151 1 1
156 169 1 1
44 161 1 1
109 156 1 1
40 162 1 1
47 148 1 1
110 106 1 1
71 109 1 1
83 109 1 1
131 180 1 1
76 156 1 1
119 161 1 1
136 181 1 1
96 174 1 1
134 187 1 1
117 146 1 1
138 157 1 1
97 104 1 1
108 102 1 1
145 160 1 1
79 115 1 1
108 125 1 1
94 142 1 1
101 176 1 1
194 137 1 1
111 128 1 1
61 159 1 1
106 157 1 1
74 104 1 1
72 95 1 1
104 158 1 1
160 165 1 1
98 144 1 1
141 172 1 1
114 171 1 1
138 183 1 1
71 82 1 1
106 190 1 1
62 157 1 1
134 153 1 1
144 150 1 1
128 156 1 1
168 149 1 1
99 133 1 1
69 91 1 1
170 150 1 1
106 186 1 1
182 164 1 1
66 164 1 1
87 105 1 1
122 182 1 1
88 144 1 1
81 68 1 1
62 176 1 1
126 143 1 1
97 100 1 1
94 103 1 1
87 161 1 1
92 181 1 1
108 150 1 1
91 132 1 1
122 161 1 1
113 128 1 1
199 143 1 1
108 109 1 1
103 119 1 1
191 150 1 1
93 163 1 1
89 171 1 1
163 145 1 1
67 109 1 1
137 161 1 1
195 161 1 1
76 157 1 1
114 168 1 1
82 98 1 1
105 105 1 1
90 174 1 1
70 110 1 1
82 181 1 1
78 104 1 1
140 167 1 1
56 157 1 1
192 148 1 1
172 146 1 1
163 143 1 1
61 142 1 1
143 145 1 1
92 189 1 1
95 156 1 1
203 142 1 1
122 146 1 1
57 152 1 1
72 106 1 1
86 154 1 1
113 160 1 1
107 162 1 1
113 101 1 1
63 157 1 1
52 154 1 1
182 163 1 1
161 175 1 1
145 184 1 1
96 114 1 1
90 123 1 1
93 182 1 1
108 149 1 1
107 111 1 1
90 120 1 1
140 165 1 1
106 124 1 1
97 116 1 1
94 92 1 1
82 126 1 1
174 154 1 1
80 170 1 1
81 136 1 1
83 168 1 1
183 159 1 1
164 160 1 1
134 172 1 1
73 73 1 1
97 139 1 1
98 179 1 1
86 91 1 1
159 145 1 1
91 155 1 1
77 124 1 1
62 159 1 1
71 125 1 1
66 117 1 1
127 157 1 1
163 147 1 1
91 182 1 1
81 74 1 1
85 98 1 1
192 155 1 1
72 176 1 1
96 189 1 1
162 168 1 1
101 164 1 1
63 158 1 1
72 153 1 1
103 188 1 1
74 152 1 1
137 156 1 1
98 164 1 1
144 188 1 1
58 162 1 1
65 139 1 1
99 159 1 1
107 104 1 1
202 146 1 1
88 81 1 1
137 168 1 1
108 160 1 1
64 152 1 1
64 167 1 1
151 155 1 1
76 175 1 1
81 154 1 1
110 130 1 1
110 139 1 1
115 168 1 1
125 183 1 1
73 94 1 1
45 160 1 1
85 74 1 1
167 159 1 1
86 138 1 1
85 112 1 1
178 157 1 1
72 160 1 1
78 78 1 1
110 131 1 1
88 171 1 1
115 113 1 1
113 172 1 1
91 128 1 1
130 158 1 1
42 152 1 1
73 67 1 1
116 153 1 1
70 178 1 1
97 106 1 1
137 177 1 1
121 147 1 1
152 168 1 1
122 164 1 1
92 97 1 1
138 150 1 1
81 64 1 1
75 162 1 1
164 169 1 1
105 161 1 1
50 148 1 1
88 95 1 1
82 148 1 1
102 158 1 1
141 182 1 1
94 138 1 1
76 168 1 1
137 162 1 1
97 144 1 1
96 186 1 1
101 100 1 1
87 143 1 1
77 174 1 1
100 119 1 1
116 182 1 1
85 76 1 1
171 143 1 1
71 166 1 1
136 186 1 1
149 176 1 1
106 188 1 1
113 156 1 1
73 88 1 1
72 177 1 1
109 189 1 1
119 183 1 1
114 137 1 1
88 101 1 1
146 146 1 1
95 133 1 1
130 178 1 1
148 171 1 1
148 174 1 1
93 88 1 1
174 162 1 1
91 92 1 1
87 69 1 1
87 75 1 1
83 164 1 1
77 126 1 1
65 140 1 1
60 164 1 1
163 166 1 1
149 182 1 1
95 99 1 1
90 149 1 1
124 174 1 1
108 172 1 1
77 131 1 1
120 158 1 1
73 138 1 1
168 175 1 1
169 149 1 1
45 160 1 1
101 164 1 1
92 101 1 1
137 180 1 1
93 151 1 1
86 93 1 1
130 179 1 1
72 90 1 1
106 142 1 1
91 144 1 1
90 120 1 1
72 180 1 1
66 106 1 1
167 154 1 1
74 150 1 1
50 149 1 1
203 140 1 1
105 148 1 1
129 147 1 1
108 186 1 1
91 146 1 1
138 169 1 1
86 158 1 1
148 144 1 1
91 189 1 1
172 165 1 1
162 148 1 1
100 115 1 1
95 109 1 1
78 145 1 1
86 171 1 1
81 110 1 1
98 115 1 1
69 85 1 1
122 174 1 1
183 155 1 1
142 186 1 1
90 186 1 1
162 161 1 1
110 129 1 1
112 188 1 1
79 86 1 1
89 150 1 1
176 156 1 1
113 157 1 1
142 176 1 1
122 188 1 1
77 170 1 1
157 146 1 1
109 170 1 1
140 146 1 1
103 141 1 1
98 158 1 1
88 174 1 1
105 117 1 1
138 184 1 1
89 162 1 1
89 159 1 1
72 103 1 1
110 172 1 1
124 147 1 1
42 159 1 1
125 179 1 1
80 160 1 1
75 153 1 1
47 157 1 1
178 154 1 1
64 173 1 1
76 152 1 1
90 107 1 1
71 175 1 1
86 123 1 1
85 189 1 1
72 118 1 1
88 100 1 1
126 156 1 1
184 149 1 1
140 171 1 1
60 149 1 1
101 136 1 1
165 171 1 1
60 171 1 1
70 114 1 1
75 116 1 1
81 80 1 1
70 104 1 1
68 113 1 1
84 88 1 1
78 131 1 1
91 73 1 1
93 183 1 1
127 185 1 1
150 165 1 1
119 143 1 1
114 137 1 1
65 156 1 1
64 151 1 1
136 150 1 1
143 186 1 1
151 159 1 1
81 108 1 1
83 130 1 1
152 163 1 1
160 160 1 1
158 151 1 1
84 116 1 1
166 152 1 1
157 155 1 1
68 92 1 1
137 164 1 1
171 154 1 1
179 166 1 1
114 138 1 1
87 184 1 1
79 64 1 1
111 132 1 1
94 177 1 1
129 161 1 1
113 118 1 1
90 135 1 1
124 158 1 1
73 80 1 1
90 138 1 1
83 77 1 1
84 184 1 1
111 179 1 1
180 168 1 1
51 146 1 1
83 144 1 1
71 87 1 1
80 173 1 1
91 172 1 1
86 73 1 1
88 178 1 1
137 160 1 1
77 121 1 1
85 120 1 1
111 135 1 1
111 136 1 1
86 141 1 1
96 172 1 1
82 175 1 1
116 181 1 1
147 189 1 1
85 173 1 1
131 187 1 1
197 146 1 1
97 96 1 1
172 156 1 1
78 66 1 1
108 167 1 1
51 151 1 1
111 161 1 1
47 157 1 1
90 107 1 1
79 170 1 1
79 123 1 1
93 156 1 1
90 182 1 1
75 82 1 1
130 186 1 1
65 158 1 1
140 170 1 1
80 147 1 1
114 130 1 1
76 70 1 1
145 175 1 1
79 73 1 1
171 151 1 1
135 175 1 1
119 167 1 1
88 180 1 1
113 150 1 1
93 159 1 1
90 141 1 1
105 160 1 1
99 142 1 1
182 149 1 1
196 150 1 1
88 168 1 1
41 157 1 1
202 147 1 1
80 134 1 1
75 132 1 1
139 168 1 1
139 158 1 1
74 139 1 1
83 94 1 1
128 148 1 1
90 167 1 1
75 115 1 1
121 182 1 1
73 102 1 1
87 68 1 1
111 113 1 1
164 176 1 1
55 161 1 1
151 168 1 1
83 69 1 1
61 148 1 1
97 104 1 1
72 65 1 1
62 148 1 1
132 148 1 1
78 182 1 1
69 151 1 1
80 76 1 1
138 186 1 1
115 107 1 1
157 148 1 1
81 175 1 1
83 73 1 1
139 174 1 1
158 163 1 1
57 163 1 1
105 182 1 1
115 149 1 1
147 176 1 1
85 141 1 1
81 93 1 1
73 161 1 1
160 172 1 1
116 173 1 1
150 183 1 1
150 143 1 1
193 154 1 1
93 158 1 1
81 182 1 1
95 91 1 1
62 168 1 1
75 162 1 1
149 167 1 1
109 108 1 1
178 153 1 1
160 167 1 1
102 113 1 1
49 150 1 1
128 186 1 1
153 151 1 1
88 105 1 1
169 145 1 1
146 143 1 1
99 184 1 1
138 167 1 1
75 97 1 1
85 151 1 1
93 85 1 1
92 142 1 1
98 107 1 1
113 167 1 1
95 149 1 1
79 103 1 1
39 149 1 1
106 118 1 1
76 77 1 1
87 150 1 1
75 119 1 1
114 112 1 1
113 151 1 1
114 113 1 1
70 66 1 1
87 91 1 1
92 130 1 1
59 172 1 1
171 168 1 1
81 130 1 1
101 147 1 1
70 142 1 1
131 146 1 1
133 166 1 1
81 147 1 1
64 172 1 1
176 165 1 1
91 55 1 1
94 86 1 1
75 179 1 1
137 151 1 1
69 125 1 1
148 164 1 1
149 184 1 1
94 175 1 1
91 86 1 1
86 65 1 1
87 137 1 1
49 154 1 1
134 175 1 1
91 144 1 1
59 154 1 1
135 169 1 1
120 159 1 1
111 139 1 1
77 169 1 1
112 164 1 1
56 160 1 1
88 75 1 1
105 182 1 1
181 153 1 1
75 61 1 1
104 173 1 1
153 161 1 1
72 177 1 1
45 146 1 1
142 172 1 1
95 137 1 1
69 150 1 1
88 79 1 1
92 84 1 1
189 154 1 1
71 76 1 1
44 156 1 1
76 136 1 1
110 127 1 1
42 170 1 1
84 98 1 1
187 159 1 1
53 153 1 1
104 141 1 1
68 103 1 1
112 142 1 1
78 149 1 1
127 178 1 1
79 114 1 1
123 147 1 1
89 120 1 1
75 167 1 1
102 183 1 1
86 120 1 1
67 156 1 1
133 173 1 1
191 152 1 1
89 100 1 1
104 111 1 1
174 159 1 1
102 101 1 1
78 119 1 1
88 63 1 1
106 164 1 1
104 137 1 1
85 137 1 1
100 179 1 1
168 158 1 1
112 110 1 1
104 113 1 1
83 188 1 1
89 136 1 1
114 181 1 1
125 168 1 1
89 70 1 1
94 186 1 1
133 153 1 1
133 149 1 1
96 108 1 1
75 79 1 1
80 160 1 1
93 100 1 1
67 157 1 1
78 93 1 1
89 172 1 1
85 182 1 1
54 168 1 1
175 147 1 1
42 165 1 1
46 159 1 1
110 141 1 1
164 176 1 1
98 163 1 1
137 154 1 1
109 148 1 1
63 131 1 1
85 63 1 1
147 164 1 1
65 147 1 1
126 175 1 1
145 166 1 1
67 131 1 1
166 145 1 1
73 163 1 1
79 86 1 1
135 187 1 1
111 181 1 1
51 165 1 1
84 154 1 1
108 108 1 1
97 116 1 1
197 148 1 1
71 134 1 1
61 149 1 1
43 152 1 1
122 166 1 1
100 163 1 1
69 130 1 1
82 91 1 1
201 148 1 1
133 171 1 1
89 134 1 1
76 181 1 1
44 166 1 1
80 111 1 1
69 139 1 1
114 112 1 1
171 155 1 1
83 108 1 1
79 138 1 1
111 159 1 1
98 179 1 1
75 64 1 1
111 160 1 1
178 165 1 1
129 181 1 1
144 176 1 1
126 154 1 1
52 169 1 1
90 112 1 1
51 172 1 1
114 188 1 1
93 139 1 1
69 169 1 1
63 131 1 1
175 157 1 1
192 148 1 1
80 146 1 1
82 158 1 1
160 147 1 1
95 164 1 1
74 151 1 1
39 146 1 1
194 153 1 1
111 142 1 1
189 156 1 1
152 173 1 1
136 183 1 1
202 146 1 1
135 162 1 1
185 155 1 1
100 123 1 1
139 177 1 1
114 165 1 1
153 175 1 1
126 163 1 1
62 159 1 1
127 159 1 1
159 154 1 1
63 173 1 1
91 114 1 1
123 156 1 1
73 154 1 1
87 110 1 1
86 72 1 1
100 186 1 1
80 87 1 1
124 163 1 1
76 93 1 1
60 149 1 1
161 167 1 1
101 114 1 1
75 118 1 1
54 148 1 1
55 146 1 1
84 77 1 1
64 140 1 1
185 150 1 1
155 153 1 1
89 98 1 1
59 154 1 1
97 159 1 1
144 169 1 1
70 129 1 1
151 175 1 1
161 158 1 1
91 181 1 1
114 161 1 1
108 130 1 1
96 162 1 1
63 150 1 1
104 165 1 1
70 75 1 1
154 153 1 1
111 152 1 1
179 149 1 1
175 171 1 1
105 190 1 1
161 169 1 1
132 163 1 1
96 152 1 1
68 166 1 1
48 158 1 1
107 185 1 1
91 106 1 1
67 176 1 1
135 170 1 1
87 114 1 1
128 155 1 1
52 150 1 1
82 159 1 1
39 167 1 1
76 133 1 1
156 158 1 1
157 144 1 1
90 70 1 1
87 71 1 1
79 170 1 1
57 159 1 1
143 160 1 1
70 141 1 1
110 103 1 1
124 181 1 1
163 159 1 1
132 168 1 1
111 124 1 1
171 151 1 1
177 170 1 1
68 93 1 1
165 161 1 1
161 156 1 1
144 166 1 1
80 103 1 1
73 164 1 1
78 175 1 1
118 142 1 1
81 90 1 1
86 99 1 1
75 121 1 1
142 179 1 1
82 72 1 1
184 168 1 1
123 183 1 1
89 136 1 1
85 102 1 1
85 122 1 1
89 93 1 1
164 171 1 1
149 186 1 1
64 161 1 1
76 176 1 1
99 116 1 1
99 161 1 1
101 116 1 1
92 125 1 1
63 179 1 1
85 82 1 1
137 155 1 1
65 167 1 1
171 145 1 1
96 142 1 1
80 81 1 1
72 180 1 1
76 118 1 1
54 153 1 1
87 156 1 1
149 148 1 1
139 152 1 1
82 108 1 1
96 106 1 1
93 186 1 1
141 167 1 1
120 173 1 1
104 170 1 1
83 104 1 1
86 68 1 1
68 150 1 1
50 165 1 1
158 170 1 1
70 147 1 1
74 105 1 1
69 94 1 1
115 144 1 1
79 86 1 1
65 145 1 1
67 175 1 1
113 171 1 1
79 141 1 1
99 126 1 1
45 167 1 1
82 75 1 1
56 159 1 1
80 124 1 1
49 158 1 1
172 166 1 1
153 162 1 1
102 142 1 1
43 166 1 1
101 178 1 1
87 125 1 1
86 124 1 1
145 175 1 1
80 149 1 1
103 173 1 1
186 149 1 1
111 125 1 1
75 106 1 1
165 168 1 1
150 168 1 1
46 146 1 1
82 146 1 1
76 157 1 1
108 170 1 1
140 150 1 1
71 121 1 1
40 165 1 1
84 157 1 1
107 126 1 1
172 157 1 1
114 129 1 1
62 172 1 1
112 181 1 1
97 109 1 1
69 135 1 1
85 104 1 1
116 170 1 1
121 186 1 1
185 151 1 1
73 62 1 1
133 168 1 1
118 184 1 1
88 71 1 1
123 183 1 1
78 142 1 1
110 156 1 1
72 153 1 1
127 186 1 1
172 159 1 1
100 141 1 1
134 149 1 1
129 147 1 1
106 140 1 1
67 154 1 1
85 166 1 1
138 160 1 1
152 143 1 1
156 170 1 1
114 152 1 1
94 170 1 1
146 159 1 1
117 151 1 1
79 75 1 1
132 171 1 1
105 183 1 1
114 182 1 1
92 83 1 1
81 140 1 1
182 144 1 1
84 73 1 1
93 127 1 1
80 161 1 1
66 109 1 1
96 157 1 1
95 106 1 1
177 145 1 1
73 155 1 1
78 107 1 1
177 146 1 1
83 143 1 1
82 81 1 1
114 178 1 1
118 152 1 1
71 147 1 1
73 164 1 1
94 173 1 1
78 112 1 1
179 146 1 1
199 150 1 1
56 152 1 1
82 175 1 1
76 107 1 1
98 110 1 1
88 101 1 1
59 144 1 1
131 152 1 1
92 132 1 1
77 79 1 1
55 151 1 1
102 169 1 1
123 144 1 1
118 150 1 1
95 176 1 1
116 164 1 1
75 77 1 1
123 185 1 1
56 157 1 1
93 182 1 1
127 150 1 1
104 136 1 1
77 104 1 1
104 101 1 1
91 180 1 1
101 172 1 1
91 111 1 1
79 94 1 1
70 142 1 1
176 154 1 1
178 167 1 1
67 139 1 1
123 170 1 1
144 145 1 1
74 116 1 1
110 120 1 1
122 177 1 1
93 160 1 1
76 99 1 1
120 151 1 1
162 149 1 1
106 104 1 1
113 168 1 1
89 109 1 1
73 69 1 1
127 176 1 1
104 139 1 1
98 175 1 1
102 161 1 1
160 174 1 1
81 142 1 1
78 87 1 1
112 187 1 1
81 113 1 1
91 87 1 1
95 126 1 1
103 123 1 1
145 161 1 1
138 173 1 1
167 149 1 1
125 162 1 1
133 167 1 1
66 155 1 1
126 149 1 1
94 106 1 1
92 119 1 1
69 172 1 1
74 63 1 1
160 156 1 1
134 154 1 1
176 143 1 1
200 141 1 1
149 156 1 1
83 89 1 1
94 142 1 1
91 98 1 1
43 161 1 1
84 147 1 1
59 148 1 1
81 178 1 1
85 107 1 1
118 186 1 1
76 156 1 1
115 173 1 1
175 144 1 1
182 158 1 1
199 143 1 1
141 157 1 1
191 140 1 1
80 176 1 1
73 159 1 1
83 88 1 1
72 74 1 1
70 87 1 1
111 129 1 1
192 153 1 1
87 156 1 1
88 133 1 1
103 173 1 1
107 108 1 1
153 151 1 1
82 178 1 1
93 149 1 1
67 167 1 1
85 65 1 1
80 113 1 1
151 167 1 1
100 179 1 1
109 158 1 1
91 139 1 1
71 117 1 1
122 150 1 1
103 133 1 1
110 112 1 1
105 160 1 1
134 178 1 1
185 166 1 1
105 113 1 1
100 121 1 1
132 167 1 1
137 146 1 1
174 157 1 1
60 143 1 1
55 162 1 1
155 143 1 1
117 168 1 1
73 111 1 1
127 146 1 1
79 78 1 1
66 102 1 1
87 89 1 1
82 82 1 1
43 171 1 1
83 86 1 1
188 152 1 1
41 164 1 1
119 183 1 1
77 144 1 1
72 142 1 1
76 151 1 1
44 167 1 1
72 82 1 1
82 97 1 1
102 129 1 1
87 136 1 1
86 176 1 1
130 158 1 1
90 117 1 1
181 153 1 1
109 111 1 1
135 184 1 1
105 188 1 1
102 160 1 1
122 158 1 1
85 142 1 1
89 101 1 1
148 160 1 1
119 170 1 1
178 146 1 1
107 175 1 1
102 110 1 1
148 177 1 1
181 153 1 1
123 177 1 1
168 173 1 1
146 143 1 1
80 169 1 1
96 170 1 1
92 116 1 1
122 187 1 1
167 145 1 1
153 152 1 1
78 61 1 1
144 150 1 1
109 132 1 1
154 179 1 1
123 165 1 1
187 156 1 1
146 179 1 1
97 180 1 1
78 156 1 1
97 123 1 1
75 160 1 1
79 155 1 1
200 147 1 1
115 120 1 1
90 102 1 1
143 172 1 1
